Date,Close,High,Low,Open,Volume,Return,MA7,MA14,MA30,Diff_MA7,Diff_MA30,Log_Volume
2018-01-30,1071.1300048828125,1184.6300048828125,1058.969970703125,1184.1300048828125,4107859968,-0.09407454738556376,1110.9357212611608,1075.7427891322545,1103.1572021484376,-39.80571637834828,-32.02719726562509,22.136168041041277
2018-01-31,1118.31005859375,1128.6600341796875,1034.5,1071.0899658203125,3757560064,0.04404699102430554,1119.4400111607142,1083.1756504603795,1114.6795043945312,-1.1299525669642208,3.63055419921875,22.047035664826247
2018-02-01,1036.7900390625,1161.3499755859375,984.8189697265624,1119.3699951171875,5261680128,-0.07289572234891606,1116.691441127232,1083.2120797293526,1119.757706705729,-79.90140206473211,-82.9676676432291,22.383716228853245
2018-02-02,915.7849731445312,1035.77001953125,757.97998046875,1035.77001953125,6713290240,-0.11671125431276863,1096.779288155692,1074.4038652692523,1118.1932067871094,-180.99431501116078,-202.40823364257812,22.62735501663054
2018-02-03,964.0189819335938,991.9429931640624,847.6900024414062,919.2109985351562,3243480064,0.052669578780531134,1076.3434361049108,1060.7516479492188,1117.6297729492187,-112.32445417131703,-153.61079101562495,21.899912684460066
2018-02-04,834.6820068359375,969.031982421875,805.0640258789062,964.6669921875,2997090048,-0.13416434481221196,1017.582292829241,1045.4017944335938,1112.195174153646,-182.90028599330356,-277.5131673177084,21.820907671209266
2018-02-05,697.9509887695312,856.64599609375,644.5989990234375,834.9580078125,4269530112,-0.16381210682223524,948.3810076032366,1023.5940072195871,1100.7375386555989,-250.4300188337054,-402.78654988606763,22.17476961433777
2018-02-06,793.1220092773438,796.4390258789062,574.4190063476562,707.7369995117188,6518269952,0.13635774150215973,908.6655796595982,1009.8006504603794,1088.7359375,-115.54357038225442,-295.61392822265634,22.597874833042955
2018-02-07,757.0679931640625,851.2000122070312,723.4329833984375,790.427978515625,3896179968,-0.04545834775929625,857.0595703125,988.2497907366071,1075.6872029622396,-99.9915771484375,-318.61920979817705,22.08326241493498
2018-02-08,817.8070068359375,845.0859985351562,755.843017578125,755.843017578125,3708189952,0.08022927163784144,825.7762799944196,971.2338605608259,1059.6227701822916,-7.96927315848211,-241.81576334635406,22.03380971122357
2018-02-09,883.864990234375,884.0040283203125,788.833984375,818.47998046875,2495820032,0.08077453830337444,821.2162824358259,958.997785295759,1047.2242716471353,62.64870779854914,-163.3592814127603,21.637883182690643
2018-02-10,860.4149780273438,917.4000244140624,825.5770263671875,882.4669799804688,2930530048,-0.02653121513593726,806.4157104492188,941.3795732770648,1037.4071024576822,53.999267578125,-176.99212443033844,21.79844914770978
2018-02-11,814.6599731445312,859.2880249023438,788.2219848632812,859.2880249023438,2486650112,-0.0531778340118092,803.555419921875,910.5688563755581,1022.1224365234375,11.10455322265625,-207.46246337890625,21.634202305501304
2018-02-12,868.7069702148438,875.93701171875,817.5079956054688,817.5079956054688,2243450112,0.06634301285442423,827.9491315569196,888.1650695800781,1004.5320007324219,40.75783865792414,-135.82503051757817,21.531280746895064
2018-02-13,845.2579956054688,870.708984375,828.8369750976562,869.2930297851562,2081170048,-0.026992962429639222,835.3971296037946,872.0313546316964,987.1482666015625,9.86086600167414,-141.8902709960937,21.45619609606026
2018-02-14,923.5609741210938,926.4290161132812,844.2789916992188,844.2789916992188,2818370048,0.0926379625188114,859.1818411690848,858.1207057407925,974.8696309407552,64.37913295200894,-51.30865681966145,21.759424557983372
2018-02-15,936.9760131835938,951.947998046875,911.1110229492188,923.72802734375,2900100096,0.01452534206013456,876.2059849330357,850.9911324637277,970.9791666666666,60.770028250558084,-34.00315348307288,21.788011089550064
2018-02-16,944.2100219726562,950.0050048828124,917.8480224609376,934.7860107421876,2369449984,0.007720591228886686,884.8267037527902,853.0214930943081,968.6445007324219,59.383318219866055,-24.434478759765625,21.585923691320488
2018-02-17,974.114990234375,976.594970703125,940.7540283203124,944.7479858398438,2525720064,0.03167194539964835,901.069562639509,853.7426365443638,966.5723327636719,73.04542759486606,7.542657470703148,21.64979203327671
2018-02-18,923.9210205078124,982.9329833984376,915.4450073242188,973.3489990234376,2567290112,-0.05152776646470225,916.6782836914062,860.1168518066406,962.7330342610677,7.242736816406136,-38.812013753255314,21.666116748811056
2018-02-19,943.864990234375,957.7769775390624,921.5540161132812,921.6680297851562,2169019904,0.02158622791762088,927.4151436941964,877.6821376255581,955.6901997884114,16.449846540178555,-11.825209554036405,21.49754124578915
2018-02-20,895.3709716796875,965.2650146484376,892.9539794921875,943.5670166015624,2545260032,-0.051378130406813494,934.5741402762277,884.9856349400112,950.5499003092448,-39.203168596540195,-55.17892862955728,21.65749865579628
2018-02-21,849.9710083007812,912.375,830.56298828125,894.135009765625,2531729920,-0.05070519909053717,924.0612880161831,891.621564592634,945.4402669270834,-74.09027971540183,-95.46925862630212,21.65216866926737
2018-02-22,812.844970703125,875.926025390625,802.6680297851562,849.2620239257812,2150370048,-0.043679181095690245,906.3282819475446,891.2671334402902,939.6607991536458,-93.48331124441961,-126.81582845052083,21.48890578008971
2018-02-23,864.1890258789062,886.3179931640625,794.791015625,811.5850219726562,2334820096,0.06316586437308924,894.896711077009,889.8617074148996,933.1744323730469,-30.707685198102695,-68.98540649414065,21.57120067884638
2018-02-24,840.5150146484375,879.531005859375,818.5499877929688,861.593017578125,1926579968,-0.02739448259759092,875.8110002790179,888.4402814592634,925.9905985514323,-35.29598563058039,-85.4755839029948,21.379012231161184
2018-02-25,844.8099975585938,853.14599609375,822.3809814453125,839.458984375,1646960000,0.0051099419228730625,864.5094255719866,890.5938546316964,918.9785970052084,-19.69942801339289,-74.16859944661462,21.222197001872505
2018-02-26,869.3150024414062,880.3920288085938,842.3189697265625,845.2780151367188,2044480000,0.029006528040185664,853.8594273158482,890.6372855050223,911.0534322102865,15.455575125558084,-41.73842976888022,21.438409315867375
2018-02-27,878.2650146484375,896.2589721679688,867.0969848632812,870.364990234375,2053980032,0.010295476532552472,851.4157191685268,892.9949297223773,898.7952657063802,26.849295479910666,-20.530251057942678,21.443045227373396
2018-02-28,855.198974609375,890.1079711914062,855.1240234375,877.9340209960938,1963980032,-0.02626318896272517,852.1625714983259,888.1119297572544,887.8898986816406,3.0364031110491396,-32.6909240722656,21.398238880330062
2018-03-01,872.2000122070312,880.302001953125,851.9199829101562,856.0120239257812,1868519936,0.019879628136155958,860.641863141741,883.4850725446429,881.2588989257813,11.558149065290195,-9.058886718750045,21.348412476889084
2018-03-02,856.85302734375,876.3779907226562,852.4219970703125,871.7639770507812,1894419968,-0.017595717322276716,859.5938633510044,877.2452872140067,872.5436645507813,-2.7408360072544156,-15.690637207031273,21.362178543666815
2018-03-03,857.2249755859375,868.4539794921875,855.2069702148438,856.7109985351562,1699369984,0.0004340863955869523,861.9810006277902,868.896000453404,866.5581624348958,-4.756025041852695,-9.333186848958348,21.253523422261697
2018-03-04,866.677978515625,867.9500122070312,840.280029296875,856.1859741210938,1697939968,0.01102744693506641,865.104997907366,864.8072117396763,864.9212626139323,1.5729806082589448,1.7567159016927008,21.252681570264784
2018-03-05,853.6840209960938,869.9199829101562,853.52001953125,866.8460083007812,1898489984,-0.014992832218705066,862.8720005580357,858.3657139369419,861.2434305826823,-9.187979561941916,-7.559409586588572,21.36432466240494
